Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Gwen,Renekton,Karma,Akali,Volibear,LeBlanc,Lee Sin,Xin Zhao,Lulu,Sylas,Ezreal,Sett,Nocturne,Kalista,Rell,Kog'Maw,Thresh,Nautilus,Trundle,Aphelios
Lucian,Lee Sin,Renekton,Karma,Nautilus,Nocturne,Lulu,Rumble,Varus,Kog'Maw,Gwen,Lux,Udyr,Jayce,Volibear,Sett,Wukong,Xin Zhao,Sylas,Ryze
Rumble,Lucian,Diana,Nocturne,Karma,Renekton,Lee Sin,Sett,Ezreal,Viego,Kalista,Akali,Twisted Fate,Leona,Sylas,Udyr,Volibear,Ryze,Gragas,Nautilus
Azir,Udyr,Thresh,Seraphine,Kalista,Senna,Rell,Kai'Sa,Hecarim,Lillia,Orianna,Alistar,Draven,Syndra,Gangplank,Twisted Fate,Zoe,Tristana,Camille,Renekton
Gwen,Lulu,Akali,Karma,Xin Zhao,Ezreal,Rumble,Senna,Tahm Kench,Varus,Viego,Nocturne,Renekton,LeBlanc,Braum,Gnar,Gragas,Sett,Rakan,Lucian
Renekton,Alistar,Hecarim,Udyr,Lillia,Olaf,Gragas,Rell,Tristana,Thresh,Caitlyn,Skarner,Irelia,Camille,Karma,Seraphine,Gnar,Azir,Gangplank,Orianna
Varus,Lucian,Xin Zhao,Ezreal,Lulu,Renekton,Rumble,Viego,Kalista,Thresh,Jinx,Diana,Gwen,Nocturne,Akali,Sett,Nautilus,Gnar,Lee Sin,Jayce
Nidalee,Seraphine,Samira,Gragas,Gnar,Thresh,Udyr,Rell,Kai'Sa,Tristana,Alistar,Olaf,Orianna,Renekton,Syndra,Azir,Camille,Zoe,Pantheon,Twisted Fate
Lucian,Xin Zhao,LeBlanc,Renekton,Kalista,Viego,Gwen,Ziggs,Lee Sin,Aphelios,Thresh,Pantheon,Irelia,Ryze,Kindred,Jayce,Trundle,Gnar,Sett,Sylas
Twisted Fate,Taliyah,Aphelios,Lillia,Pantheon,Syndra,Olaf,Kai'Sa,Graves,Zoe,Camille,Renekton,Xayah,Akali,Alistar,Orianna,Galio,Leona,Vayne,Viktor
Sett,Thresh,Viego,Xin Zhao,Gwen,Akali,Nocturne,Lee Sin,Diana,Xayah,Rakan,Ezreal,Volibear,Leona,Sejuani,Sylas,Nautilus,Aatrox,LeBlanc,Wukong
Rumble,Gnar,Sett,Thresh,Lucian,Akali,Lee Sin,Kalista,Xin Zhao,Varus,Gwen,Viego,Tahm Kench,Rakan,Alistar,Rell,Gragas,LeBlanc,Leona,Lissandra
Azir,Nidalee,Camille,Lillia,Kai'Sa,Elise,Renekton,Udyr,Tristana,Taliyah,Alistar,Gnar,Lucian,Gragas,Jayce,Rell,Rakan,Ezreal,Twisted Fate,Orianna
Nocturne,Varus,Lucian,Sett,Viego,Renekton,Lee Sin,Rumble,Ezreal,Diana,Kai'Sa,Jayce,Nautilus,Karma,Rakan,Gwen,Leona,Alistar,Gnar,Sylas
Olaf,Pantheon,Zoe,Thresh,Kai'Sa,Renekton,Taliyah,Lillia,Camille,Twisted Fate,Volibear,Galio,Kalista,Senna,Xayah,Miss Fortune,Jhin,Rell,Vayne,Yone
Kalista,Renekton,Irelia,Lucian,Diana,Viego,Lee Sin,Ezreal,Leona,Varus,Braum,Olaf,Ryze,Orianna,Rumble,Azir,Lulu,Sylas,Gwen,Jayce
Nidalee,Hecarim,Lillia,Thresh,Tristana,Kai'Sa,Udyr,Olaf,Gragas,Orianna,Rell,Viktor,Kalista,Alistar,Lucian,Sion,Vayne,Jinx,Jayce,Wukong
Tristana,Renekton,Kai'Sa,Rell,Gragas,Thresh,Udyr,Olaf,Seraphine,Azir,Gnar,Camille,Pantheon,Twisted Fate,Kalista,Galio,Rakan,Senna,Tahm Kench,LeBlanc
Gwen,Renekton,Lulu,Varus,Karma,Udyr,Lee Sin,Senna,Akali,Rumble,Ezreal,Tahm Kench,Bard,Xin Zhao,LeBlanc,Viego,Volibear,Rakan,Sett,Gnar
Thresh,Varus,Renekton,Ezreal,Akali,Lee Sin,Rumble,Sett,Lucian,Senna,Tahm Kench,Diana,Gnar,Rakan,Nocturne,Gragas,Jhin,Xin Zhao,Ryze,Leona
Maokai,Taliyah,Olaf,Pantheon,Aphelios,Nidalee,Lillia,Kai'Sa,Hecarim,Samira,Alistar,Galio,Ornn,Camille,Quinn,Akali,Renekton,Gnar,Yone,Twisted Fate
Renekton,Gwen,Lee Sin,Kalista,Lulu,Karma,Akali,Ezreal,Xin Zhao,Kai'Sa,Nautilus,Sylas,Volibear,Leona,Udyr,Braum,Taric,Wukong,Sejuani,Viego
Sylas,Karma,Akali,Renekton,Lee Sin,Lucian,Rumble,Nocturne,Ezreal,Kalista,Sett,Diana,Gragas,Leona,Orianna,Viego,Jayce,Gwen,Alistar,Braum
Gwen,Varus,Renekton,LeBlanc,Irelia,Xin Zhao,Viego,Diana,Kalista,Aphelios,Thresh,Nautilus,Volibear,Sett,Camille,Lucian,Gnar,Ryze,Lee Sin,Yasuo
Gragas,Jayce,Thresh,Camille,Renekton,Seraphine,Kai'Sa,Udyr,Rell,Alistar,Gnar,Gangplank,Lillia,Samira,Dr. Mundo,Tristana,Xayah,Graves,Azir,Orianna
Gnar,Kalista,Hecarim,Renekton,Tristana,Lucian,Thresh,Rell,Udyr,Lillia,Aphelios,Jinx,Irelia,Jayce,Camille,Azir,Sion,Zoe,Aatrox,Vladimir
Nocturne,Rumble,Lucian,Akali,Lulu,Karma,Gwen,Senna,Lee Sin,Ezreal,Volibear,Tahm Kench,Rakan,Viktor,Bard,Orianna,Jayce,Ziggs,Yuumi,LeBlanc
Renekton,Akali,Nocturne,Xin Zhao,LeBlanc,Viego,Thresh,Kalista,Gwen,Lee Sin,Aphelios,Nautilus,Jayce,Shaco,Ryze,Sylas,Trundle,Orianna,Graves,Zoe
Jayce,Ziggs,Akali,Tahm Kench,Varus,Olaf,Viego,Gwen,Aphelios,Ezreal,Braum,Thresh,Renekton,Sylas,Twisted Fate,Zac,Xin Zhao,Sett,Karma,Orianna
Thresh,Pantheon,Rell,Taliyah,Akali,Nidalee,Olaf,Kai'Sa,Graves,Aphelios,Twisted Fate,Alistar,Camille,Syndra,Renekton,Ornn,Orianna,Gnar,Galio,Gragas
Viego,Karma,Renekton,Lulu,Akali,Rumble,Sett,Nocturne,Volibear,Diana,Lee Sin,Kalista,Senna,Sylas,Thresh,LeBlanc,Ryze,Ezreal,Alistar,Rell
Akali,Nidalee,Varus,Rumble,Lee Sin,Sett,Viego,Renekton,Kog'Maw,Karma,Xin Zhao,Lulu,Ezreal,Volibear,Kalista,Nocturne,Trundle,Senna,LeBlanc,Sylas
Lucian,Thresh,Ziggs,Ryze,Diana,Syndra,Renekton,Lee Sin,Jayce,Nidalee,Leona,LeBlanc,Lissandra,Varus,Ornn,Braum,Aphelios,Ezreal,Maokai,Trundle
Tahm Kench,Sylas,Renekton,Viego,Olaf,Lee Sin,Xin Zhao,LeBlanc,Volibear,Galio,Thresh,Nautilus,Camille,Draven,Dr. Mundo,Gwen,Aphelios,Varus,Jayce,Lucian
Lulu,Gwen,Karma,Renekton,Xin Zhao,Akali,Rumble,Kalista,Sejuani,Tristana,Sett,Azir,Braum,Thresh,Senna,Wukong,Nautilus,Sylas,Lee Sin,Camille
Volibear,Nocturne,Xin Zhao,Lucian,Gwen,Akali,Jayce,Varus,Rumble,Fiddlesticks,Kalista,Viego,Morgana,,Braum,Nautilus,Thresh,Blitzcrank,Kennen,Orianna
Thresh,Nidalee,Olaf,Lillia,Renekton,Kai'Sa,Pantheon,Camille,Galio,Twisted Fate,Gnar,Graves,Jhin,Syndra,Leona,Sett,Alistar,Miss Fortune,Nautilus,Xayah
Gnar,Karma,Akali,Lee Sin,Renekton,Gwen,Lucian,Nocturne,Rumble,Senna,Tahm Kench,Varus,Jayce,Leona,Udyr,Wukong,Thresh,Volibear,Azir,Diana
Nidalee,Seraphine,Hecarim,Orianna,Tristana,Gragas,Thresh,Udyr,Nautilus,Olaf,Jinx,Varus,Ornn,Ryze,Gnar,Renekton,Lucian,Jayce,Twisted Fate,Galio
Nidalee,Gragas,Gnar,Kai'Sa,Aphelios,Udyr,Samira,Rell,Lillia,Alistar,Hecarim,Xayah,Orianna,Lucian,Zoe,Vayne,Azir,Sion,Syndra,Aatrox
Kalista,Gwen,Thresh,Xin Zhao,Renekton,Akali,Lucian,Nocturne,Viego,Rumble,Lee Sin,Twisted Fate,Varus,Kai'Sa,Nautilus,Ezreal,Tristana,Senna,Galio,Alistar
Udyr,Lulu,Nocturne,Lucian,Varus,Renekton,Lee Sin,Hecarim,Tristana,Jinx,Thresh,Nautilus,Rumble,Ryze,Sett,Gwen,Zoe,Sylas,Olaf,Volibear
Senna,Kalista,Lucian,Renekton,Udyr,Gwen,Rumble,Lee Sin,Varus,Ezreal,Sett,Thresh,Nocturne,Viktor,Viego,Nidalee,Xin Zhao,Leona,Jayce,Sylas
Zoe,Azir,Seraphine,Udyr,Hecarim,Gnar,Kai'Sa,Lillia,Thresh,Nidalee,Renekton,Aphelios,Alistar,Lucian,Rell,Nocturne,Tristana,Gragas,Orianna,Sion
Udyr,Olaf,Kai'Sa,Pantheon,Orianna,Taliyah,Lillia,Samira,Gnar,Kalista,Lucian,Viktor,Ornn,Hecarim,Thresh,Graves,Kindred,Gragas,Alistar,Galio
Lucian,Lee Sin,Akali,Renekton,Viego,Xin Zhao,Sett,Volibear,Diana,Varus,Gwen,Kalista,Tahm Kench,Taric,Nautilus,LeBlanc,Thresh,Sylas,Alistar,Ryze
Twisted Fate,Udyr,Seraphine,Hecarim,Irelia,Olaf,Kai'Sa,Gnar,Azir,Jayce,Syndra,Rell,Galio,Tristana,Alistar,Kalista,Lillia,Skarner,Rakan,Aphelios
Akali,Renekton,Xin Zhao,Nocturne,Kalista,Thresh,Gwen,Lee Sin,Tristana,Viego,Kai'Sa,Jayce,Rakan,Nautilus,Twisted Fate,LeBlanc,Braum,Pyke,Sylas,Ryze
Orianna,Zoe,Kai'Sa,Thresh,Olaf,Nidalee,Pantheon,Aatrox,Samira,Syndra,Jhin,Sejuani,Maokai,Yone,Renekton,Alistar,Leona,Shen,Gnar,Viktor
Lee Sin,Volibear,Varus,Akali,Jayce,Viego,Xin Zhao,Gwen,Nocturne,Renekton,Sylas,Olaf,Thresh,Rakan,Lulu,Ziggs,Leona,Kai'Sa,Nautilus,Vayne
Thresh,Xin Zhao,Renekton,Gwen,Draven,Irelia,Viego,Ziggs,Diana,Kalista,Nautilus,Leona,Viktor,Tahm Kench,LeBlanc,Volibear,Lucian,Lee Sin,Akali,Sett
Viego,Gwen,Renekton,Xin Zhao,Lee Sin,Nocturne,Akali,Diana,Thresh,Varus,Sylas,Lucian,Volibear,Draven,Hecarim,Sett,Aphelios,Nautilus,Kha'Zix,Dr. Mundo
Nidalee,Olaf,Taliyah,Leona,Gnar,Akali,Samira,Twisted Fate,Kai'Sa,Graves,Gragas,Lillia,Alistar,Camille,Nautilus,Renekton,Thresh,Galio,Ornn,Aatrox
Irelia,Xin Zhao,Ryze,Renekton,Aphelios,Lucian,Viego,Diana,Sett,Kalista,LeBlanc,Varus,Tahm Kench,Lee Sin,Nautilus,Wukong,Leona,Braum,Jayce,Dr. Mundo
Lee Sin,Renekton,Nocturne,Sett,Viego,Karma,Rumble,Gwen,Lulu,Kai'Sa,Nautilus,Kog'Maw,Jayce,Sylas,Wukong,Udyr,Volibear,Gnar,Lucian,LeBlanc
LeBlanc,Xin Zhao,Ziggs,Aphelios,Lucian,Ryze,Renekton,Diana,Kalista,Ashe,Irelia,Leona,Braum,Sett,Gwen,Viego,Trundle,Taliyah,Tahm Kench,Ornn
Nocturne,Volibear,Diana,Sylas,Xin Zhao,Viego,Lee Sin,Renekton,Gwen,Akali,Thresh,Nautilus,Aphelios,Varus,Kalista,Kai'Sa,Ezreal,Jinx,Olaf,Sett
Senna,Seraphine,Azir,Thresh,Udyr,Tristana,Lillia,Rell,Hecarim,Alistar,Orianna,Syndra,Kalista,Cho'Gath,Gnar,Camille,Aatrox,Renekton,Xayah,Jhin
Lee Sin,Volibear,Gwen,Nocturne,Akali,Thresh,Diana,Viego,Renekton,Sett,LeBlanc,Alistar,Varus,Sylas,Ezreal,Samira,Orianna,Kalista,Nautilus,Draven
Nocturne,Varus,Udyr,Renekton,Rumble,Sett,Lucian,Lee Sin,Karma,Kalista,Gnar,Viktor,Nautilus,Ezreal,Diana,Akali,Jhin,Lillia,Gragas,Olaf
Lucian,Viego,Renekton,Lee Sin,Nocturne,Akali,Rumble,Sett,Xin Zhao,Ezreal,Gnar,Kalista,Alistar,Sylas,Leona,Lulu,Azir,Ryze,Nautilus,Gwen
Varus,Kalista,Xin Zhao,Lucian,Lee Sin,Sett,Ezreal,Senna,Akali,Karma,Rumble,Volibear,Renekton,Tahm Kench,Nocturne,Nautilus,Lux,Jayce,Twisted Fate,Viego
Thresh,Lee Sin,Tahm Kench,Irelia,Xin Zhao,Twisted Fate,Renekton,Syndra,Viego,Elise,Leona,Varus,Kalista,Gnar,Ziggs,Braum,Rell,Ezreal,Ekko,Graves
Nocturne,Akali,Sett,Xin Zhao,Lee Sin,Viego,Varus,Kalista,LeBlanc,Volibear,Sylas,Rumble,Nautilus,Leona,Thresh,Rakan,Gragas,Rell,Renekton,Camille
Syndra,Taliyah,Nidalee,Twisted Fate,Jayce,Olaf,Leona,Graves,Galio,Pantheon,Orianna,Zoe,Ornn,Kennen,Samira,Miss Fortune,Jhin,Tristana,Gnar,Karma
Nidalee,Camille,Gnar,Kai'Sa,Thresh,Renekton,Udyr,Azir,Rell,Samira,Alistar,Olaf,Zoe,Tristana,Syndra,Xayah,Kalista,Sion,Ekko,Aatrox
Udyr,Nidalee,Twisted Fate,Renekton,Kai'Sa,Samira,Zoe,Pantheon,Orianna,Olaf,Leona,Gnar,Jayce,Thresh,Ornn,Senna,Sett,Sylas,Xayah,Ezreal
Gnar,Kalista,Seraphine,Rell,Olaf,Udyr,Renekton,Gragas,Kai'Sa,Nidalee,Azir,Quinn,Aphelios,Twisted Fate,Nautilus,Taliyah,Lillia,Ezreal,Galio,Sett
Senna,Udyr,Irelia,Hecarim,Twisted Fate,Seraphine,Azir,Olaf,Rell,Kai'Sa,Alistar,Tristana,Gnar,Zoe,Lillia,Syndra,Viktor,Renekton,Nidalee,Kled
Volibear,Rumble,Akali,Ezreal,Nocturne,Renekton,Udyr,Sett,Diana,Varus,Viego,Kalista,Sylas,Azir,Gwen,Yasuo,Lee Sin,Alistar,Zoe,Gragas
Akali,Zoe,Aphelios,Renekton,Kai'Sa,Ornn,Olaf,Pantheon,Gragas,Jhin,Leona,Miss Fortune,Volibear,Alistar,Syndra,Orianna,Viktor,Aatrox,LeBlanc,Camille
Twisted Fate,Rell,Zoe,Azir,Camille,Renekton,Lillia,Kai'Sa,Hecarim,Samira,Gragas,Alistar,Gnar,Sylas,Teemo,Orianna,Viktor,Nocturne,Aatrox,Jayce
Draven,Nocturne,LeBlanc,Xin Zhao,Akali,Tristana,Thresh,Gwen,Kalista,Viego,Aphelios,Nautilus,Sett,Twisted Fate,Renekton,Lucian,Diana,Sylas,Camille,Yasuo
Nidalee,Gragas,Lillia,Alistar,Olaf,Kai'Sa,Tristana,Azir,Udyr,Hecarim,Rell,Kalista,Sion,Thresh,Renekton,Nautilus,Rakan,Corki,Jayce,Xayah
Kalista,Seraphine,Renekton,Gnar,Azir,Camille,Udyr,Nidalee,Syndra,Orianna,Rell,Sion,Jayce,Aphelios,Aatrox,Kai'Sa,Alistar,Ezreal,Irelia,Vayne
Rumble,Gwen,Nautilus,Akali,Varus,Xin Zhao,Karma,Ezreal,Viego,Lee Sin,Tristana,Gragas,Lulu,Leona,Thresh,Yuumi,Nocturne,Braum,Kindred,Rakan
Akali,Xin Zhao,LeBlanc,Ziggs,Gwen,Thresh,Viego,Renekton,Leona,Lee Sin,Orianna,Nidalee,Alistar,Lucian,Nautilus,Kalista,Varus,Aphelios,Braum,Azir
Lee Sin,Xin Zhao,Karma,Akali,Lucian,Ezreal,Renekton,Sett,Nocturne,Nidalee,Varus,Diana,Tahm Kench,Kalista,Thresh,Senna,Leona,Braum,Gwen,Jhin
Aphelios,Nidalee,Rell,Taliyah,Rakan,Lillia,Kai'Sa,Graves,Alistar,Olaf,Orianna,Samira,Galio,Syndra,Sett,Akali,Zoe,Nautilus,Gnar,Sylas
Kalista,Viego,Lucian,Xin Zhao,LeBlanc,Gwen,Thresh,Diana,Aphelios,Lee Sin,Varus,Nautilus,Camille,Sett,Sylas,Yasuo,Renekton,Jayce,Zoe,Twisted Fate
Renekton,Gwen,Akali,Xin Zhao,LeBlanc,Karma,Sett,Rumble,Viego,Diana,Lee Sin,Ezreal,Thresh,Nocturne,Kalista,Rell,Aatrox,Kai'Sa,Leona,Alistar
Nidalee,Azir,Rell,Seraphine,Renekton,Thresh,Udyr,Kai'Sa,Lillia,Gnar,Zoe,Jayce,Senna,Orianna,Ezreal,Leona,Viktor,Xayah,Nautilus,Alistar
Orianna,Zoe,Lillia,Thresh,Rell,Alistar,Hecarim,Udyr,Kai'Sa,Tristana,Gnar,Jayce,Galio,Sett,Gragas,Cassiopeia,Leona,Rakan,Ryze,Viktor
Irelia,Ziggs,Akali,Thresh,Gwen,Viego,Xin Zhao,Volibear,Leona,Ezreal,Braum,Sylas,Ryze,Aphelios,Zoe,Jayce,Kai'Sa,Renekton,Karma,Sett
Volibear,Varus,Azir,Akali,Kalista,Xin Zhao,Lee Sin,Rumble,Sett,LeBlanc,Kai'Sa,Ezreal,Gwen,Nocturne,Gnar,Karma,Leona,Renekton,Gragas,Viego
Zoe,Twisted Fate,Renekton,Kalista,Taliyah,Kai'Sa,Olaf,Aphelios,Thresh,Seraphine,Ashe,Pantheon,Orianna,Camille,Gnar,LeBlanc,Syndra,Azir,Jayce,Malphite
Seraphine,Renekton,Lillia,Gnar,Udyr,Olaf,Hecarim,Kai'Sa,Skarner,Tristana,Rell,Rakan,Gragas,Irelia,Azir,Gangplank,Orianna,Shen,Sylas,Pantheon
Karma,Renekton,Nocturne,Lee Sin,Sett,Varus,Udyr,Rumble,Ezreal,Jinx,Thresh,Viego,Lucian,Jayce,LeBlanc,Wukong,Leona,Ryze,Camille,Gwen
Ezreal,Renekton,Thresh,Ziggs,Viego,Zoe,Xin Zhao,Sylas,Olaf,Akali,Camille,Tahm Kench,Trundle,Gwen,Varus,Sett,Aphelios,Jhin,Leona,Fiora
Seraphine,Renekton,Thresh,Azir,Lillia,Kalista,Udyr,Orianna,Olaf,Kai'Sa,Syndra,Tristana,Camille,Gragas,Gangplank,Rell,Gnar,Irelia,Alistar,Rakan
Kalista,Lucian,Renekton,Ziggs,Jayce,Varus,Xin Zhao,Aphelios,Thresh,Ashe,Tahm Kench,Viego,Syndra,Irelia,Gnar,Ryze,LeBlanc,Kennen,Lissandra,Ornn
Ziggs,Volibear,Irelia,Xin Zhao,Lee Sin,Gwen,Viego,Renekton,Diana,Zac,Varus,Kalista,Lucian,Sett,Braum,Leona,Nautilus,Alistar,Ryze,Sylas
Hecarim,Udyr,Sion,Olaf,Lillia,Azir,Skarner,Rell,Dr. Mundo,Orianna,Renekton,Gnar,Thresh,Syndra,Tristana,Ryze,Kai'Sa,Xayah,Alistar,Ekko
Akali,Xin Zhao,Karma,Renekton,Sett,Nocturne,Lee Sin,Gwen,Volibear,Aphelios,Thresh,Varus,Rumble,Nautilus,Diana,Alistar,Leona,Viego,LeBlanc,Sylas
Renekton,Olaf,Udyr,Taliyah,Pantheon,Twisted Fate,Kai'Sa,Thresh,Caitlyn,Lillia,Lucian,Skarner,Rell,Azir,Alistar,Orianna,Syndra,Blitzcrank,Kennen,Gnar
Akali,Camille,Gragas,Renekton,Aphelios,Kai'Sa,Samira,Alistar,Xayah,Aatrox,Nidalee,Lillia,Leona,Lucian,Viktor,Jayce,Orianna,Azir,Maokai,Gnar
Senna,Udyr,Renekton,Olaf,Camille,Hecarim,Rell,Kai'Sa,Taliyah,Gragas,Samira,Aatrox,Nocturne,Alistar,Graves,Pantheon,Sett,Rek'Sai,Zoe,Galio
Lucian,Viego,Varus,Akali,Rumble,Xin Zhao,Gwen,Lee Sin,Thresh,Tahm Kench,Jinx,Aphelios,Volibear,Diana,Nocturne,Evelynn,Lulu,Karma,Olaf,Ryze
Camille,Lillia,Zoe,Nidalee,Rell,Renekton,Udyr,Hecarim,Thresh,Kai'Sa,Nautilus,Jinx,Twisted Fate,Gnar,Lucian,Aatrox,Orianna,Sion,Viktor,Cho'Gath
Syndra,Aphelios,Pantheon,Twisted Fate,Akali,Taliyah,Olaf,Zoe,Kai'Sa,Samira,Azir,Graves,Rell,Gragas,Camille,Ornn,Alistar,Galio,Gnar,Gangplank
Nocturne,Diana,Dr. Mundo,Akali,Xin Zhao,LeBlanc,Viego,Thresh,Lee Sin,Gwen,Nautilus,Aphelios,Draven,Twisted Fate,Lucian,Galio,Ryze,Varus,Orianna,Gnar
Lucian,Thresh,Sett,Ezreal,Jayce,Karma,Nocturne,Xin Zhao,Gwen,Ziggs,Leona,LeBlanc,Diana,Yuumi,Rumble,Rakan,Samira,Sylas,Trundle,Rell
Lee Sin,Sett,Nocturne,Akali,Lulu,Diana,Karma,Ezreal,Xin Zhao,Hecarim,Thresh,Ryze,Kalista,Nautilus,Jinx,Leona,Gwen,Aphelios,Camille,Blitzcrank
Varus,Senna,Gwen,Renekton,Lee Sin,Thresh,Udyr,Kai'Sa,Rumble,Tristana,Orianna,Nocturne,Gnar,Sett,Leona,Rell,Nautilus,Braum,Viego,Lucian
Sett,Renekton,Qiyana,Karma,Viego,Lucian,Lee Sin,Nocturne,Kai'Sa,Udyr,Ezreal,Akali,Twisted Fate,Xin Zhao,Braum,Volibear,Rumble,Galio,Nautilus,Rell
Senna,Udyr,Kai'Sa,Seraphine,Hecarim,Thresh,Azir,Olaf,Rell,Kalista,Alistar,Samira,Lillia,Syndra,Nidalee,Orianna,Corki,Skarner,Gnar,Lulu
Thresh,Gnar,Seraphine,Camille,Renekton,Jayce,Hecarim,Tristana,Rell,Aatrox,Gragas,Udyr,Kai'Sa,Orianna,Kalista,Sion,Zoe,Ezreal,Viktor,Cho'Gath
Lillia,Graves,Camille,Gnar,Taliyah,Pantheon,Kai'Sa,Renekton,Udyr,Nidalee,Alistar,Twisted Fate,Azir,Kalista,Lucian,Xayah,Senna,Syndra,Quinn,Gragas
Ziggs,Akali,Rumble,Aphelios,Viego,Irelia,Xin Zhao,Gwen,Olaf,Jayce,Sylas,Orianna,Braum,Kalista,Ezreal,Leona,Thresh,Nautilus,Samira,Jhin
Renekton,Jayce,Varus,Lucian,Xin Zhao,Thresh,Viego,Gwen,Lee Sin,Olaf,Syndra,Aphelios,Draven,LeBlanc,Kalista,Ryze,Rakan,Leona,Lulu,Orianna
Zoe,Renekton,Syndra,Kai'Sa,Azir,Udyr,Samira,Alistar,Lillia,Rell,Olaf,Tristana,Zilean,Lucian,Viktor,Orianna,Jayce,Cassiopeia,Sion,Gnar
Renekton,Graves,Pantheon,Gnar,Camille,Olaf,Kai'Sa,Aatrox,Taliyah,Lillia,Gragas,Yone,Seraphine,Samira,Lucian,Senna,Thresh,Sett,Rell,Vayne
Diana,Viego,Varus,Twisted Fate,Aphelios,Xin Zhao,Thresh,Volibear,LeBlanc,Lee Sin,Lissandra,Braum,Camille,Gangplank,Jinx,Sett,Draven,Tristana,Dr. Mundo,Lillia
Camille,Olaf,Thresh,Taliyah,Lucian,Pantheon,Twisted Fate,Renekton,Kai'Sa,Gnar,Udyr,Ryze,Kalista,Nidalee,Xayah,Lillia,Rell,Vayne,Braum,Jarvan IV
Zoe,Camille,Renekton,Kai'Sa,Rell,Udyr,Olaf,Tristana,Seraphine,Gnar,Azir,Graves,Samira,Sion,Thresh,Gragas,Alistar,Kalista,Galio,Jayce
Diana,Jayce,Nidalee,Viego,Rek'Sai,Lee Sin,Xin Zhao,Aphelios,Thresh,Varus,LeBlanc,Sylas,Nautilus,Nocturne,Gwen,Olaf,Trundle,Dr. Mundo,Rakan,Jarvan IV
Camille,Thresh,Jayce,Lucian,Xin Zhao,Lulu,Viego,Gwen,Ezreal,Draven,Nautilus,Braum,Renekton,LeBlanc,Diana,Twisted Fate,Sylas,Olaf,Orianna,Graves
Renekton,Hecarim,Kai'Sa,Gnar,Udyr,Lillia,Thresh,Nidalee,Sion,Aphelios,Orianna,Lucian,Skarner,Senna,Olaf,Rell,Varus,Aatrox,Lee Sin,Leona
Lucian,Gwen,Varus,Renekton,Kai'Sa,Amumu,Ezreal,Akali,Nocturne,Rumble,Lee Sin,Leona,Twisted Fate,Tristana,Sylas,Kalista,Jhin,Corki,Alistar,Volibear
Thresh,Nocturne,Udyr,Renekton,Sett,Karma,Lee Sin,Varus,Rumble,Jhin,Leona,Viego,LeBlanc,Jayce,Twisted Fate,Alistar,Nautilus,Xin Zhao,Lulu,Zoe
Thresh,Camille,Renekton,Hecarim,Seraphine,Gragas,Udyr,Lillia,Tristana,Ezreal,Gnar,Jayce,Zoe,Lucian,Azir,Orianna,Viktor,Syndra,Alistar,Leona
Gnar,Aphelios,Lucian,Volibear,Viego,Diana,Renekton,Xin Zhao,Kalista,Olaf,Varus,Gwen,Braum,LeBlanc,Azir,Leona,Ryze,Orianna,Rakan,Nautilus
Gragas,Lucian,Thresh,Tristana,Renekton,Hecarim,Kai'Sa,Udyr,Orianna,Alistar,Lillia,Xayah,Viktor,Rakan,Nocturne,Rell,Leona,Gnar,Azir,Jayce
Seraphine,Kalista,Orianna,Taliyah,Gnar,Udyr,Olaf,Graves,Syndra,Kai'Sa,Zoe,Samira,Alistar,Ornn,Camille,Renekton,Gragas,Pantheon,Akali,Nautilus
Gnar,Viego,Varus,Jayce,Akali,Xin Zhao,Lucian,Lee Sin,Aphelios,Rumble,Nocturne,Thresh,Ziggs,LeBlanc,Leona,Gwen,Ryze,Samira,Rell,Sett
Seraphine,Lucian,Azir,Renekton,Hecarim,Lillia,Udyr,Thresh,Nidalee,Varus,Camille,Kalista,Tahm Kench,Gnar,Aatrox,Jax,Gragas,Alistar,Viktor,Sett
Syndra,Hecarim,Jayce,Thresh,Lillia,Gnar,Renekton,Gragas,Tristana,Udyr,Kai'Sa,Olaf,Orianna,Zoe,Rell,Quinn,Alistar,Rakan,Cassiopeia,LeBlanc
Lulu,Lucian,Nidalee,Lee Sin,Karma,Renekton,Rumble,Sett,Kalista,Nocturne,Viego,Diana,Senna,Gragas,Varus,Rakan,Akali,Kai'Sa,Alistar,Rell
Varus,Karma,Viego,Senna,Renekton,Gwen,Rumble,Udyr,Thresh,Lee Sin,Kai'Sa,Jinx,Nautilus,Sett,Leona,Gnar,Nocturne,Gragas,Akali,Sylas
Nidalee,Aphelios,Lillia,Rell,Taliyah,Samira,Kai'Sa,Olaf,Alistar,Graves,Sett,Xayah,Orianna,Akali,Gnar,Aatrox,Zoe,Syndra,Gragas,Ornn
Lucian,Xin Zhao,Sett,Renekton,Viego,Lee Sin,Gwen,Jayce,Trundle,Aphelios,Thresh,Ziggs,Wukong,Nautilus,Irelia,Leona,Tahm Kench,Syndra,Kindred,LeBlanc
Camille,Pantheon,Gangplank,Gnar,Aphelios,Renekton,Kai'Sa,Xayah,Udyr,Olaf,Gragas,Aatrox,Jayce,Rakan,Zoe,Orianna,Rell,Alistar,Syndra,Azir
